timestamp,x,y,width,height,fps
1701277411.8404882,526,368,24,16,45.45291402067665
1701277411.8610017,526,368,24,16,47.04296818044168
1701277411.8800037,526,368,24,16,48.76757435527754
1701277411.8960044,526,368,24,16,51.6015624519423
1701277411.911009,526,368,24,16,54.04139523377587
1701277411.9260073,526,368,24,16,56.326852917082604
1701277411.9420102,526,368,24,16,56.66971889162543
1701277411.956514,526,368,24,16,57.95989463229261
1701277411.9725153,526,368,24,16,58.430957835428146
1701277411.9895163,526,368,24,16,58.46966670244665
1701277412.0075164,526,368,24,16,58.1921359155951
1701277412.0265217,526,368,24,16,57.68280196525392
1701277412.0445194,526,368,24,16,57.51397557294101
1701277412.0630298,526,368,24,16,57.24979501503873
1701277412.0810316,526,368,24,16,57.133246760322926
1701277412.1000323,526,368,24,16,56.82929667156412
1701277412.1200335,526,368,24,16,56.37612351910536
1701277412.1370347,526,368,24,16,56.50653102649235
1701277412.1555436,526,368,24,16,56.37042800675666
1701277412.1725438,526,368,24,16,56.488181977347104
1701277412.1905468,526,368,24,16,56.442608600924046
1701277412.2095487,526,368,24,16,56.40137992073524
1701277412.2285483,526,368,24,16,56.08923205730499
1701277412.247066,526,368,24,16,55.999060964436254
1701277412.2660677,526,368,24,16,55.855894247446315
1701277412.2850688,526,368,24,16,55.72447398650168
1701277412.3030705,526,368,24,16,55.717993061709066
1701277412.3200722,526,368,24,16,55.82306674734611
1701277412.3360717,526,368,24,16,56.02951762996648
1701277412.351129,526,368,24,16,56.32304578970762
1701277412.3701308,526,368,24,16,56.19572643662264
1701277412.3881323,526,368,24,16,56.175344373832274
1701277412.4071321,526,368,24,16,56.06097802511589
1701277412.4261382,526,368,24,16,55.95319287848731
1701277412.449644,526,368,24,16,55.45374222357204
1701277412.4636445,526,368,24,16,55.800362529725774
1701277412.4806502,526,368,24,16,55.87749881900197
1701277412.4996474,526,368,24,16,55.78718876356672
1701277412.517649,526,368,24,16,55.86087802239382
1701277412.5356507,526,368,24,16,55.77530060661549
1701277412.5581598,526,368,24,16,55.429942712296985
1701277412.57216,526,368,24,16,55.727115476354676
1701277412.5901625,526,368,24,16,55.722932423748084
1701277412.6101646,526,368,24,16,55.578205319323544
1701277412.6291668,526,368,24,16,55.508994081587275
1701277412.6476765,526,368,24,16,55.47588855365826
1701277412.669678,526,368,24,16,55.216777324887005
1701277412.6846812,526,368,24,16,55.41485241172779
1701277412.700681,526,368,24,16,55.54336590465133
1701277412.7196817,526,368,24,16,55.4819289380121
1701277412.7376823,526,368,24,16,55.48333434058302
1701277412.7632017,526,368,24,16,55.043095644352604
1701277412.7842047,526,368,24,16,54.881484612315674
1701277412.7972035,526,368,24,16,55.230737117273534
1701277412.813205,526,368,24,16,55.292074969536074
1701277412.8302076,526,368,24,16,55.35127308787023
1701277412.8497176,526,368,24,16,55.27378792604339
1701277412.866718,526,368,24,16,55.331333908626625
1701277412.8907192,526,368,24,16,55.025416775436454
1701277412.9037201,526,368,24,16,55.28767985208476
1701277412.9217227,526,368,24,16,55.29192462825006
1701277412.9407227,526,368,24,16,55.24688102560529
1701277412.9602356,526,368,24,16,55.22688549437398
1701277412.9782379,526,368,24,16,55.18428499946344
1701277413.0012383,526,368,24,16,54.95662508816592
1701277413.0152392,526,368,24,16,55.14927839019544
1701277413.033246,526,368,24,16,55.154989718486526
1701277413.0507567,526,368,24,16,55.182743505287405
1701277413.068758,526,368,24,16,55.18805266575325
1701277413.0877604,526,368,24,16,55.1496783168602
1701277413.1107612,526,368,24,16,54.94191881500811
1701277413.1247616,526,368,24,16,55.16079141946985
1701277413.1437624,526,368,24,16,55.082909635977074
1701277413.1632738,526,368,24,16,55.027326045135105
1701277413.181274,526,368,24,16,55.034297939744306
1701277413.199275,526,368,24,16,55.04105004573126
1701277413.2212772,526,368,24,16,54.890617460667364
1701277413.2352784,526,368,24,16,55.053993200113354
1701277413.2533739,526,368,24,16,55.05662116693114
1701277413.2713747,526,368,24,16,55.062770651924374
1701277413.2903762,526,368,24,16,55.03133189677445
1701277413.3103797,526,368,24,16,54.963751687987916
1701277413.3323822,526,368,24,16,54.82547413395992
1701277413.3486488,526,368,24,16,54.8961704665749
1701277413.3646502,526,368,24,16,54.974804462614706
1701277413.3826506,526,368,24,16,54.98147479733487
1701277413.4006546,526,368,24,16,54.98786906145034
1701277413.419654,526,368,24,16,54.994250541004604
1701277413.4426563,526,368,24,16,54.797257531937284
1701277413.4561636,526,368,24,16,54.95591732722737
1701277413.4741652,526,368,24,16,54.962384741927906
1701277413.4931676,526,368,24,16,54.93586070165678
1701277413.5121682,526,368,24,16,54.90999367663446
1701277413.53117,526,368,24,16,54.88466238862863
1701277413.5526743,526,368,24,16,54.78071635274833
1701277413.5666754,526,368,24,16,54.914001793675006
1701277413.5856795,526,368,24,16,54.88933467401659
1701277413.6115112,526,368,24,16,54.656273190818624
1701277413.6285138,526,368,24,16,54.69533461164222
1701277413.6455145,526,368,24,16,54.73372615050266
1701277413.6670237,526,368,24,16,54.637824839749356
1701277413.679026,526,368,24,16,54.82283809246528
1701277413.6960285,526,368,24,16,54.85898652669252
1701277413.7150285,526,368,24,16,54.86557677845574
1701277413.7330325,526,368,24,16,54.843316168097765
1701277413.7505422,526,368,24,16,54.86386944114517
1701277413.7725441,526,368,24,16,54.75787771165806
1701277413.7875447,526,368,24,16,54.84858100274555
1701277413.8045468,526,368,24,16,54.882547069754075
1701277413.8235478,526,368,24,16,54.86118927688576
1701277413.8445485,526,368,24,16,54.78610802930977
1701277413.8620665,526,368,24,16,54.805806104772714
1701277413.8840644,526,368,24,16,54.70626287418086
1701277413.8980649,526,368,24,16,54.81882880589931
1701277413.9160671,526,368,24,16,54.82509152481727
1701277413.9350653,526,368,24,16,54.80544892290921
1701277413.952574,526,368,24,16,54.824391621591666
1701277413.9715753,526,368,24,16,54.80500935419771
1701277413.9945824,526,368,24,16,54.6851123301287
1701277414.0075784,526,368,24,16,54.81727429293423
1701277414.0265818,526,368,24,16,54.7983828396059
1701277414.0465796,526,368,24,16,54.75536441007326
1701277414.0646853,526,368,24,16,54.75919903087036
1701277414.0826862,526,368,24,16,54.76550958866086
1701277414.1046894,526,368,24,16,54.675834646813975
1701277414.1247327,526,368,24,16,54.63425704329969
1701277414.1407304,526,368,24,16,54.68850648031307
1701277414.1587543,526,368,24,16,54.694615237834626
1701277414.17375,526,368,24,16,54.770964602887005
1701277414.1917558,526,368,24,16,54.776780354923226
1701277414.2167537,526,368,24,16,54.62279112020231
1701277414.229757,526,368,24,16,54.742943905818684
1701277414.2492688,526,368,24,16,54.714916752947104
1701277414.2682712,526,368,24,16,54.69870438723061
1701277414.2832732,526,368,24,16,54.771493416415325
1701277414.3032753,526,368,24,16,54.73304089942425
1701277414.3252769,526,368,24,16,54.6515784264707
1701277414.3392746,526,368,24,16,54.74480267944191
1701277414.3637838,526,368,24,16,54.63195646822428
1701277414.384785,526,368,24,16,54.55330034879771
1701277414.3967857,526,368,24,16,54.68723240541782
1701277414.4147882,526,368,24,16,54.69319956748021
1701277414.4377887,526,368,24,16,54.59471155762903
1701277414.4492977,526,368,24,16,54.73598843183211
1701277414.4682999,526,368,24,16,54.72085371769008
1701277414.4873025,526,368,24,16,54.70592475027743
1701277414.5053024,526,368,24,16,54.711619042818825
1701277414.5243037,526,368,24,16,54.696988003189
1701277414.5478132,526,368,24,16,54.592237234947135
1701277414.5608146,526,368,24,16,54.69806785755085
1701277414.579816,526,368,24,16,54.683819478957254
1701277414.5988162,526,368,24,16,54.66979398268359
1701277414.615819,526,368,24,16,54.69498201589229
1701277414.6338267,526,368,24,16,54.700333466317886
1701277414.6563308,526,368,24,16,54.61894021714931
1701277414.6713321,526,368,24,16,54.6822612437653
1701277414.688333,526,368,24,16,54.70677531495584
1701277414.7083352,526,368,24,16,54.67416049963287
1701277414.7283363,526,368,24,16,54.6607819287576
1701277414.7468562,526,368,24,16,54.666166617411164
1701277414.76886,526,368,24,16,54.56937702226144
1701277414.781859,526,368,24,16,54.66746210018102
1701277414.8018613,526,368,24,16,54.63612893831838
1701277414.8178627,526,368,24,16,54.67805167002483
1701277414.8358645,526,368,24,16,54.68325384801921
1701277414.8559415,526,368,24,16,54.65103109056621
1701277414.8789444,526,368,24,16,54.567014168284516
1701277414.8929472,526,368,24,16,54.64374602711284
1701277414.9109483,526,368,24,16,54.649034236416
1701277414.9299493,526,368,24,16,54.63669704960385
1701277414.9469545,526,368,24,16,54.65935727131352
1701277414.967467,526,368,24,16,54.62086718901544
1701277414.9884684,526,368,24,16,54.57445954621678
1701277415.0024698,526,368,24,16,54.64854375911204
1701277415.0204704,526,368,24,16,54.65363225413977
1701277415.0384734,526,368,24,16,54.65862338585475
1701277415.0559769,526,368,24,16,54.67199262980415
